words	cates	weights	nums
酒驾	n_new	30	87.47
浪漫樱花	n_new	5	19.15
党支部书记	n_new	94	149.87
物业	n	322	200.78
交管部门	n_new	31	63.43
诉求	n_new	86	156.1
主席	n	220	182.58
转移	v	257	233.14
收集	v	229	235.71
法官	n	248	221.45
应急	vn	897	385.07
网	n	1946	280.88
乡村	n	781	397.79
年轻人	n	492	340.02
违约	vi	110	107.65
环节	n	438	320.91
罚款	vi	314	245.83
处于	v	366	342.38
共享	v	425	274.58
重度污染	n_new	34	52.41
结束	v	389	241.46
公园	n	685	366.67
群居派	n_new	3	10.75
联盟	n	129	125.67
流动	vn	179	177.56
康复	vn	255	238.84
意愿	n	106	123.03
出生	vi	392	263.74
春风	n	72	82.93
示范	vn	252	224.26
供给	v	215	184.9
批准逮捕	n_new	52	131.47
资料	n	518	342.08
力度	n	551	273.49
党组成员	n_new	33	55.95
离世	n_new	23	58.75
中央文明办	n_new	7	18.95
位居全国	n_new	13	41.56
渔业资源	n_new	8	23.32
触犯法律	n_new	4	10.69
环食药	n_new	4	10.69
冬季马铃薯	n_new	4	10.69
接送孩子	n_new	11	31.74
北京市房山区	n_new	12	23.03
差异化	n_new	19	49.72
水生生物	n_new	10	26.52
一审判决	n_new	59	99.55
传粉	n_new	4	10.69
云南省地震局	n_new	4	10.69
口腔癌	n_new	78	108.05
诚信字条	n_new	2	10.69
判决	v	481	292.63
贫困户	n	206	224.27
位置	n	380	288.96
动员	v	103	128.12
司机	n	781	460.12
安保	n	92	71.91
隐患	n	470	241.72
变成	v	385	294.18
往返	vi	104	122.2
职务侵占	n_new	23	36.26
湖沪	n_new	5	10.64
状态	n	449	257.05
分析	v	689	442.47
危机	n	86	103.08
进步	vn	231	201.46
门槛	n	179	167.95
事实	n	570	306.97
贷款	n	327	294.74
积雪	n	132	122.5
下发	v	121	138.86
在于	v	259	255.86
统筹	vd	292	252.65
停车	vi	312	242.18
加班	vi	81	101.72
举措	n	255	201.67
效应	n	156	149.39
过年	vi	62	79.61
沟通	v	445	336.95
留言	vi	115	130.48
距离	n	359	296.68
速度	n	292	268.38
演员	n	89	108.87
显得	v	133	171.7
付出	v	164	174.04
拍摄	v	324	272.62
赋予	v	86	101.91
客运	n	148	153.23
景区	n	476	357.74
车主	n	150	164.66
比例	n	496	353.81
服务业	n	169	130.88
晋升	v	56	69.9
家乡	n	212	209.49
活力	n	185	176.43
故意伤害罪	n_new	40	69.55
歧视	vn	64	51.09
茅台酒	n	22	16.8
表演	vn	206	205.53
格局	n	175	171.87
全世界	n	76	102.5
哺乳	vi	18	21.01
主题	n	496	320.65
垃圾	n	897	437.31
牺牲	v	226	191.63
被害人	n	357	307.13
依法	d	1192	264.17
依靠	v	143	177.92
对待	v	105	134.84
返回	v	126	171.48
角度	n	235	201.47
第一	m	2332	271.08
转化	v	199	161.63
湖泊	n	98	93.44
金额	n	425	314.69
宜居	n_new	31	58.57
签订	v	314	271.13
欣赏	v	64	80.67
受伤	vi	382	246.17
运动	vn	311	274.21
网站	n	504	365.13
在职教师	n_new	5	10.49
世纪	n	332	190.67
北二环	n_new	5	10.49
孤儿	n	79	50.86
生源	n	78	79.8
行使	v	67	78.19
乌石山	n_new	7	10.47
定位	vi	195	196.35
陷阱	n	89	89.46
提醒	v	549	366.84
总结	v	146	173.56
西北地区	n_new	32	70.42
公共科目	n_new	9	18.71
三八	m	230	100.33
侵犯	v	147	142.69
执勤	vn	167	159.61
留下	v	264	236.37
城乡	n	283	222.88
国际一流	n_new	8	10.4
民进中央	n_new	8	10.4
展现	v	135	149.73
法治	n	250	194.35
判断	v	257	254.82
强制	vn	357	223.96
残疾人	n	162	153.75
工作组	n	146	137.83
秩序	n	356	231.01
有限公司	n	1126	445.21
知识产权	n_new	90	179.38
决策部署	n_new	11	28.37
女性同胞	n_new	3	10.36
不可替代	n_new	7	17.74
连续多年	n_new	3	10.36
接待游客	n_new	6	20.72
西岸社区	n_new	3	10.36
交接仪式	n_new	5	18.12
硬件设施	n_new	14	31.91
熊猫基地	n_new	3	10.36
饲养管理	n_new	3	10.36
有限公司董事长	n_new	13	30.3
可以看出	n_new	11	34.45
生物多样性	n_new	75	185.23
禁渔期制度	n_new	3	10.36
赚钱效应	n_new	3	10.36
扎根基层	n_new	3	10.36
文物交接	n_new	3	10.36
乱象	n_new	122	208.24
高龄老人	n_new	3	10.36
生效判决	n_new	3	10.36
畜禽养殖业	n_new	3	10.36
灌装	n_new	3	10.36
公示	n_new	124	264.36
涉嫌电信	n_new	3	10.36
河北省公安厅	n_new	6	20.72
成都动物园	n_new	12	25.58
低龄老人	n_new	3	10.36
潜规则	n_new	11	33.54
摊青	n_new	3	10.36
江苏句容	n_new	3	10.36
德宏州	n_new	9	24.93
平面化	n_new	3	10.36
申领	n_new	11	36.07
柳州市教育局	n_new	3	10.36
白酒	n	79	68.78
降水量	n	108	75.26
训练	v	279	228.71
物品	n	304	255.09
业主	n	365	260.53
供电	vn	120	110.73
抓捕	v	170	174.47
性	ng	1097	213.06
笔试	n	76	75.22
属于	v	664	454.6
科学家	n	147	158.57
辖区	n	268	244.09
不同	a	1124	278.5
平均	ad	525	239.85
办案	vn	463	291.78
一体化	vn	184	176.03
基本	ad	1175	362.24
受访者	n	251	142.9
持凶器	n_new	13	20.61
游戏	n	509	335.3
威胁	v	227	198.1
海淀法院	n_new	3	10.23
环卫	n	124	76.97
优秀	a	478	181.37
严重违纪	n_new	22	42.58
森林防火	n_new	8	22.82
热词	n_new	8	25.52
踏春	n_new	5	20.55
枪管	n_new	4	10.19
朝阳产业	n_new	2	10.19
巾帼力量	n_new	2	10.19
防控	n_new	123	198.81
中级人民法院	n_new	111	213.39
闲鱼	n_new	4	10.19
法院一审	n_new	6	17.95
一对一帮扶	n_new	6	20.38
鉴定	vn	367	282.23
正在	d	1154	300.68
3月	t	6783	244
刑事拘留	n_new	144	170.94
公平正义	n_new	16	29.35
哈达铺	n_new	5	10.09
想到	v	518	238.54
夫妻	n	342	233.61
2	m	1137	257.53
十万	m	29	52
上海	ns	1301	276.16
高端	a	156	192.5
立即	d	731	215.84
反向春运	n_new	4	10.01
避免	v	439	298.22
及时	ad	979	308.66
家政	n	243	92.04
珠澳	n_new	10	17.14
道歉	vn	90	95.21
协议	n	362	234.17
秦洁	nr	34	9.88
120	m	221	123.89
特殊	a	440	175.46
真实	a	297	124.76
教育局	n	150	126.08
鼻子	n	29	43.82
护士	n	322	221.61
清理	v	350	307.77
文艺	n	125	122.57
生意	n	261	240.9
100	m	542	190.91
守护	v	195	200.39
坚定	v	157	119.78
进展	vn	256	204.89
额度	n	69	80.27
电力	n	127	117.97
带领	v	292	255.77
延长	v	102	122.19
返还	v	105	121.99
加工	vn	266	241.57
教育部	nt	128	66.46
男女	n	76	88.29
省委	n	224	164.15
地点	n	221	218.13
去世	vi	204	177.71
构建	v	313	264.97
台湾岛	n_new	8	9.66
素质	n	199	190.51
商场	n	134	136.96
生病	vi	102	127.12
充满	v	196	207.07
记得	v	205	188.75
收获	v	135	159.49
区别	n	91	104.04
求助	v	196	181.38
好心人	n	56	72.45
解释	v	388	273.77
看看	v	194	202.92
能否	v	156	176.97
高于	v	152	177.89
采摘	v	53	76.87
立案	vi	308	245.64
走访	v	272	262.43
相应	vd	388	259.14
放弃	v	257	243.17
农业	n	888	481.1
全市	n	540	380.74
共有	v	302	244.47
受益	vi	89	116.65
融入	v	160	201.25
卖家	n	53	62.9
捐款	vi	111	115.22
老年人	n	354	292.25
补充	vn	185	207.11
采用	v	356	329.03
登记	vn	540	384.01
扶持	v	112	132.13
操作	v	441	375.31
协助	v	214	226.53
尝试	v	270	268.42
动力	n	225	178.53
防治	vn	308	190.66
毒品	n	252	214.66
风格	n	92	110.94
相信	v	262	250.54
争取	v	179	182.1
地位	n	178	177.15
时候	n	1347	269.11
厕所	n	203	152.08
监测	v	792	474.79
认可	vi	206	180.94
雪灾	n	46	53.04
流量	n	224	191.62
全总	n	12	14.51
生物	n	475	287
发声	vi	42	47.08
方法	n	469	322.51
成就	n	124	135.75
收缴	v	53	65.34
安装	v	279	260.07
死亡	vi	525	283.62
天下	n	89	103.95
发表	v	240	227.34
控制	v	678	468.47
优惠	vn	316	233.9
现有	v	185	184.69
顾客	n	166	185.35
线路	n	291	257.9
享有	v	113	129.59
协作	vd	145	149.1
中介	n	243	215.15
海域	n	99	115.91
包含	v	129	164.02
观赏	vn	86	113.45
报酬	n	95	74.48
发给	v	48	72.34
赶赴	v	230	156.78
排筏	n	15	18.02
部队	n	173	164.57
意味着	v	231	179.73
课程	n	484	359.52
查看	v	211	227.29
损失	n	432	293.86
投资者	n	88	98.51
梳理	v	130	160.68
支队	n	378	245.96
层面	n	205	211.19
考评	vn	40	54.94
幸福感	n	86	97.59
作用	n	884	320.18
理由	n	252	220.11
到位	vi	247	173.87
录制	v	45	62.59
正式	ad	668	268.14
破获	v	164	154.72
印发	v	203	156.95
防止	v	295	220.47
茶	n	266	60.34
办学	vn	195	191
保险	n	764	324.55
达成	v	142	162.89
参观	v	208	214.57
数字	n	251	239.82
破坏	v	274	250.28
表彰	vn	88	99.66
活跃	v	110	101.49
实验	vn	467	226.24
分类	vd	491	237.58
车间	n	178	171.03
打算	v	153	183.17
主角	n	48	67.66
车子	n	64	81.95
来回	vi	91	125.81
营业厅	n	20	23.29
立法	vn	195	179.29
经费	n	126	138.2
能见度	n	80	80.33
时刻	n	175	148.83
村里	n	338	281.63
防火	vn	109	102.63
押解	v	30	33.39
承诺	vn	315	281.34
代理	vn	204	162.22
女生	n	175	178.75
转运	vn	98	109.64
看守所	n	64	68.63
普通	a	599	204.94
疾病	n	599	371.71
素材	n	41	49.11
转变	vn	237	201.08
音乐	n	190	186.58
枪支	n	64	54.72
殴打	v	102	98.96
担当	v	228	188.27
起诉	v	440	238.57
目的	n	316	200.65
命运	n	118	126.84
思想	n	398	307.74
融合	vn	324	253.51
4	m	1402	245.39
直升机	n	91	92.8
成绩	n	535	359.63
现象	n	575	338.3
文件	n	338	271.06
需	v	783	167.71
保卫	v	91	76.64
餐厅	n	155	156.56
船闸	n	12	9.28
千万	m	143	181.31
职务	n	314	203.73
魅力	n	100	106.91
日子	n	227	156.86
时代楷模	n_new	8	24.04
沧州好人	n_new	2	9.2
人身	n	168	125.75
营业执照	n	67	74.44
菜刀	n	94	65.56
生	v	693	164.4
有所	v	234	247.2
涉案	vn	463	302.64
艺术家	n	49	51.82
道德模范	n_new	15	33.42
电信诈骗	n_new	57	114.07
航空安全员	n_new	4	9.07
困难	an	560	167.18
籍男子	n_new	8	16.64
肺栓塞	n_new	5	9.05
1200	m	67	98.61
抓获	v	534	306.2
正常	a	610	224.66
量	n	705	172.96
吃饭	vi	162	169.35
必须	d	846	223.89
消除	v	206	203.52
充分	ad	599	207.74
假冒	vn	164	135.41
职	ng	499	81.47
茅台	nz	61	40.66
智联	n_new	11	17.86
边防女警	n_new	4	8.88
分娩	vi	160	81.6
上千	m	93	136.17
性别	n	115	82.19
定义	nr2	64	73.6
公路	n	408	298.3
上课	vi	200	189.34
珠江委	n_new	5	8.8
老乡	n	71	89.28
民生	n	296	247.91
共建共享	n_new	3	8.79
所在	n	308	176.31
救人	vi	158	150.07
航天员	n	45	39.51
对象	n	322	268.65
贡献	n	229	198.27
退休	v	372	248.93
2500	m	44	69.26
陆空	n_new	4	8.75
病人	n	421	324.44
提交	v	224	203.88
倡导	v	106	133.39
收到	v	367	325.27
拼搏	vi	33	38.72
联动	vn	161	166.48
以下简称	n_new	134	139.08
执照	n	30	33.58
水位	n	69	69.31
观测	vn	111	128.4
受害者	n	81	102.13
考察	v	173	188.79
畅通	v	106	70.81
名单	n	210	185.24
请求	v	187	175.37
捐献	v	312	195.61
小米	n	14	23.52
博物馆	n	304	246.4
20	m	1122	182.01
转型	vn	217	173.69
1	m	1469	462.04
呼吁	v	178	197.81
缴纳	v	134	156.76
教室	n	156	154.02
护航	vn	55	60.69
作者	n	316	209.9
趋势	n	256	191.87
呼吸	v	192	193.33
变革	vn	100	112.04
指标	n	389	302.68
说法	n	204	149.89
梦想	n	215	175.68
奋进	vi	35	45.32
直播	v	414	295.17
社交	n	199	175.05
稳定	a	576	215.26
透露	v	296	166.63
具体	a	690	231.61
高职	n	132	71.01
效率	n	318	270.96
愿意	v	357	285.27
兴趣	n	254	200.37
具备	v	251	244.47
新建	v	163	175.08
休息	v	275	259.89
荣誉	n	162	142.27
传递	v	154	168.61
求职	vn	95	90.46
福利院	n	88	83.3
居住	vn	299	241.29
批准	v	329	239.38
救治	vn	550	335.82
公寓	n	102	78.77
幼儿园	n	485	338.34
经销商	n	88	93.44
声明	n	148	143.56
生产形势	n_new	4	8.57
从业人员	n_new	76	195.15
参保	n_new	64	123.56
艾滋病门诊	n_new	4	8.57
襄州	n_new	10	19.47
掌握	v	319	288.62
考核	vn	387	324.2
用户	n	826	542.49
评选	v	99	91.75
覆盖	v	436	322.26
航天	n	82	89.59
商家	n	396	305.34
感慨	v	105	127.71
房间	n	172	176.5
水质	n	224	209.54
渔船	n	68	78.6
降雨	vn	133	132.81
花费	n	126	153.08
车祸	n	88	99.59
次数	n	67	78.55
酒店	n	303	241.7
未成年人	n	555	316.67
剧场	n	50	38.44
采集	v	180	188.29
陪伴	v	209	200.06
整合	v	185	197.97
突然	ad	473	207.99
下肢	n	34	45.18
拥堵	v	92	97.32
冰盖	n	16	17.37
指出	v	654	179.73
移送	v	212	193.82
争议	vn	161	163.16
哺乳室	n	9	8.53
救护车	n	195	184.9
思考	v	195	189.37
蔬菜	n	135	153.78
全年	n	160	165.92
借鉴	v	90	125.3
工地	n	155	160.6
艺术界	n	17	20.24
案	ng	1258	208.02
合格	vi	268	179
言语	n	76	93.18
形势	n	146	164.74
拉	v	688	147.21
化石	n	245	146.31
答复	vn	104	117.84
血管	n	84	93.57
见证	v	156	159.43
强调	v	383	288.28
黄金	n	122	144.3
所有	b	949	199.9
放学	vi	105	117.23
大棚	n	136	88.01
弘扬	v	118	138.91
所谓	v	280	239.72
实行	v	501	410.61
革命	vn	327	221.78
类似	a	413	194.7
电脑	n	210	210.9
图书	n	57	70.31
修改	vn	152	167.27
大国	n	52	65.91
大陆	n	97	97.77
软件	n	216	206.35
前来	vi	164	195.61
难度	n	228	229.16
捐赠	vn	155	171.5
外出	vd	182	199.25
亲人	n	173	174.38
急需	v	82	117.18
怀疑	v	128	149.67
残疾	n	105	118.07
小朋友	n	110	125.66
行程	n	85	102.71
侵权	vi	160	154.4
看似	v	88	122.09
阿姨	n	188	132.85
别墅	n	77	90.46
细化	v	96	130.51
出游	v	67	81.97
诱导	vn	59	72.58
搭建	v	70	100.56
单价	n	25	35.89
危害	v	237	209.34
差异	n	201	169.26
全线	n	68	88.61
停课	vi	32	31.51
检测	v	646	416.03
象牙	n	103	78.53
职能	n	175	148.37
命案	n	59	66.92
收藏	v	78	94.93
事儿	n	90	93.57
起身	vi	59	62.19
预报	vn	268	177.04
衔接	vi	116	130.54
决策	vn	136	140.02
南坑	n_new	5	8.4
和平	n	123	93.78
祖国	n	157	160.93
资产	n	181	171.63
允许	v	226	204.9
积累	v	130	160.26
接触	v	248	247.04
布局	n	186	184.39
演奏	vn	29	32.68
信号	n	195	184.99
中小学生	n	115	138.97
提取	vn	99	113.92
病情	n	281	252.41
水域	n	118	138.52
药材	n	23	33.34
患病	vi	89	107.94
链条	n	66	88.63
乳腺	n	24	26.24
纸巾	n	10	13.2
等待	v	249	246.12
法规	n	360	229.47
边防警嫂	n_new	4	8.38
有利于	v	225	201.92
充电	vn	87	82.22
迟到	vi	24	31.68
大会	n	165	166.8
列车	n	388	270.64
下载	v	75	97.29
定金	n	37	45.8
舆论	n	149	163.04
追究	v	186	167.85
流失	vn	117	110.9
普及	v	176	193.19
长期	d	584	184.09
放流	v	36	31.45
海拔	n	140	163.69
5	m	1399	251.28
事迹	n	76	86.42
来源	n	501	221.89
1000	m	335	258.73
运行	vi	440	356.51
风尚	n	58	60.34
作案	vi	218	220.39
上门	vd	195	188.67
复兴	vn	115	92.52
兼职	vn	91	112.32
重要讲话	n_new	16	39.21
协会秘书长	n_new	3	8.26
建材市场	n_new	3	8.26
扎实推进	n_new	21	69.31
区经理	n_new	3	8.26
贫困学子	n_new	3	8.26
电子商务	n_new	55	124.47
记者专访	n_new	14	50.19
练琴	n_new	3	8.26
值守	n_new	15	35.3
散装白酒	n_new	3	8.26
医科大学	n_new	62	120.49
冻品	n_new	6	16.52
志愿服务队	n_new	20	57.09
结伴旅游	n_new	3	8.26
大队大队长	n_new	7	23.78
布控	n_new	11	29.4
休完	n_new	5	16.52
特价机票	n_new	9	21.39
工伤赔偿	n_new	3	8.26
曹女士	n_new	10	29.13
回答记者	n_new	4	8.26
企业开办	n_new	4	16.02
天上掉	n_new	2	8.26
城市候鸟	n_new	2	8.26
浙江省人民检察院	n_new	2	8.26
扫码	n_new	46	79.21
广州南站	n_new	10	16.85
始于三亚	n_new	2	8.26
道德	n	173	163.12
流域	n	166	137.04
内蒙古大兴安岭	n_new	7	16.51
条例	n	424	186.41
aPP	n	455	180.28
特点	n	293	199.67
警察	n	339	277.82
协同	vd	207	209.93
后果	n	178	167.41
见义勇为	vl	115	95.6
持有	v	76	90.21
确实	ad	399	168.62
头部	n	94	99.71
统计	v	458	241.22
一般	ad	455	165.82
化	v	989	151.61
紧急	ad	381	169.8
严格	ad	600	213.84
越来越	d	939	199.9
当地	s	1509	240.78
有序推进	n_new	4	8.07
坝区	n_new	10	17.06
青海省气象局	n_new	4	8.07
班	n	401	86.95
冷空气	n	209	153.62
关键	a	571	319.85
姐姐	n	136	146.44
建成	v	532	385.26
几十	m	233	225.05
舱检查	n_new	5	8
美丽	a	254	110.08
模范	n	55	55.7
轻微伤	n_new	24	37.09
保健品	n	218	172.05
人民币	n	440	241.75
6	m	1257	211.46
一起	s	1058	202.89
不再	d	296	113.84
兄弟	n	221	188.92
系统瘫痪	n_new	3	7.87
局	n	1019	154.73
格格	nz	48	11.06
西南地区	n_new	33	53.6
王某	nr	316	213.76
旅行社	n	109	117.05
回来	v	307	250.3
青春	n	113	138.86
客户端	n_new	77	117.64
转	vd	572	143.74
扬子晚报	ntjs	102	89.51
面向	v	202	197.87
防卫	vn	224	109.09
英语	nz	321	222.93
共计	v	355	295.72
历史进程	n_new	2	7.76
落实党中央	n_new	2	7.76
发展做出	n_new	2	7.76
兰花产业化	n_new	2	7.76
教育规律	n_new	2	7.76
英雄事迹	n_new	2	7.76
改变现状	n_new	2	7.76
提高警惕	n_new	2	7.76
社会工作者	n_new	2	7.76
开工建设	n_new	36	86.04
纺织集团	n_new	2	7.76
经济普查	n_new	2	7.76
高中毕业生	n_new	6	16.33
印州	n_new	2	7.76
人均纯收入	n_new	2	7.76
丈夫战斗	n_new	2	7.76
受到惊吓	n_new	4	7.76
表现大海	n_new	2	7.76
抓紧时间	n_new	6	20.39
立足岗位	n_new	2	7.76
不良反应	n_new	8	18.46
民营企业家	n_new	11	34.97
企业拖欠	n_new	2	7.76
广东省人民政府	n_new	2	7.76
抵达上海	n_new	2	7.76
五环	n_new	2	7.76
执法监察	n_new	2	7.76
担保基金	n_new	2	7.76
谋发展	n_new	2	7.76
谈话录音	n_new	2	7.76
中期安排	n_new	2	7.76
断货	n_new	2	7.76
生活用品	n_new	20	60.01
硬化公路	n_new	2	7.76
稳步推进	n_new	22	70.9
北方气温	n_new	2	7.76
中国分量	n_new	2	7.76
学习法语	n_new	2	7.76
定置	n_new	2	7.76
飞行转运	n_new	2	7.76
电动汽车	n_new	6	20.39
防范化解	n_new	8	15.96
极地考察	n_new	4	15.52
长期卧床	n_new	2	7.76
湿地面积	n_new	2	7.76
遍布全国	n_new	8	31.04
拖欠工资	n_new	7	25.88
同伴教育	n_new	2	7.76
剩余部分	n_new	2	7.76
部分职位	n_new	2	7.76
单位败诉	n_new	2	7.76
繁忙工作	n_new	2	7.76
正当性	n_new	7	15.35
违章信息	n_new	2	7.76
成为主流	n_new	2	7.76
气温回升	n_new	5	18.12
掉眼泪	n_new	2	7.76
悄然发生	n_new	2	7.76
危房改造	n_new	6	17.95
春播工作	n_new	2	7.76
露出一	n_new	2	7.76
股份有限公司	n_new	70	157.34
捐款捐物	n_new	2	7.76
感人故事	n_new	2	7.76
增收4000	n_new	2	7.76
一条龙服务	n_new	7	16.28
告破	n_new	6	23.28
横版	n_new	2	7.76
言语威胁	n_new	4	7.76
明确界定	n_new	4	15.52
排队购买	n_new	4	15.52
紫砂壶项目	n_new	2	7.76
水产研究所	n_new	2	7.76
围绕国计民生	n_new	2	7.76
货场进行	n_new	2	7.76
道路水路	n_new	2	7.76
种群数量	n_new	6	18.45
长效机制	n_new	65	146.34
历年同期	n_new	2	7.76
戒毒人员	n_new	31	57.17
发生争执	n_new	9	23.92
寻店	n_new	2	7.76
开学季	n_new	2	7.76
公司退还	n_new	2	7.76
掉皮	n_new	2	7.76
复产	n_new	7	22.48
妻子驾车	n_new	2	7.76
先行试点	n_new	2	7.76
民办学校	n_new	53	89.07
主卧	n_new	2	7.76
公司不服	n_new	2	7.76
预警信息	n_new	2	7.76
温馨春运	n_new	2	7.76
南昌3月	n_new	8	23.78
救护中心	n_new	6	16.33
我省推进	n_new	2	7.76
签完	n_new	2	7.76
江苏徐州	n_new	2	7.76
经纪人介绍	n_new	2	7.76
担责	n_new	10	31.08
网签	n_new	2	7.76
公司白领	n_new	2	7.76
乌山上	n_new	2	7.76
学期报名	n_new	2	7.76
淡水湖泊	n_new	2	7.76
走私大要案	n_new	2	7.76
联通公司	n_new	2	7.76
存在过错	n_new	2	7.76
非法组团	n_new	2	7.76
码乘车	n_new	4	7.76
夷陵区一	n_new	2	7.76
北京峰会	n_new	2	7.76
日数偏	n_new	4	15.52
空闲时间	n_new	2	7.76
持续回暖	n_new	2	7.76
摸底考	n_new	2	7.76
站长打电话	n_new	2	7.76
假期旅游	n_new	2	7.76
润物	n_new	2	7.76
光纤网络	n_new	2	7.76
影楼	n_new	2	7.76
搜捕民警	n_new	4	7.76
离婚纠纷	n_new	2	7.76
被盗刷	n_new	10	22.99
显示面板	n_new	2	7.76
大熊猫繁育	n_new	2	7.76
红星派出所	n_new	2	7.76
受害人上当	n_new	2	7.76
浙商	n_new	2	7.76
密封舱	n_new	2	7.76
危重患者	n_new	5	15.35
青海省总工会	n_new	2	7.76
单身公寓	n_new	2	7.76
高山丛林	n_new	2	7.76
茶芽	n_new	2	7.76
广州南沙	n_new	2	7.76
老龄大熊猫	n_new	2	7.76
平地绿茶	n_new	2	7.76
珠海横琴	n_new	2	7.76
微基站	n_new	2	7.76
邢台市公安局	n_new	2	7.76
茅台口感	n_new	2	7.76
温岭警方	n_new	2	7.76
帖子	n_new	4	15.52
奉贤警方	n_new	2	7.76
时兴	v	6	9.34
气候	n	190	181.9
竞争	vn	284	237.65
钢板	n	22	23.53
克服	v	69	100.91
绿化	v	306	249.98
抚养	v	61	78.91
纵深	n	42	60.6
背景	n	204	167.28
网上	s	726	133.58
广西东北部	n_new	5	7.7
轻伤二级	n_new	13	25.76
比如	v	683	180.82
自然	a	620	336.67
认真	ad	361	171.09
跨境	vn	79	70.69
工匠	n	94	83.02
完全	ad	513	215.53
听到	v	205	236.92
真实性	n	36	45.81
字条	n	13	20.79
配音	vi	7	10.87
校长	n	493	339.98
依托	v	177	200.52
贫困	a	571	157.19
组成	v	284	243.1
班长	n	70	91.91
林区	n	80	84.8
售票	vn	44	54.52
年代	n	284	230
财政	n	296	247.04
组建	v	167	175.76
工厂	n	171	173.68
评论	n	124	157.24
受理	v	237	234.01
害怕	v	111	127.43
扫描	vn	61	80.18
乳汁	n	6	9.23
致敬	vi	40	58.57
100%	m	1469	462.04
几百	m	79	123.41
第二	m	942	147.52
装置	n	159	136.14
院士	n	153	131.92
提示	vn	239	230.04
真人	n	23	25.93
违反国家	n_new	3	7.59
公司财务	n_new	3	7.59
观点认为	n_new	3	7.59
人事考试	n_new	9	26.04
提出上诉	n_new	3	7.59
记者提问	n_new	16	37.69
技术研发	n_new	3	7.59
重庆长寿	n_new	3	7.59
城际推出	n_new	3	7.59
户外劳动者	n_new	3	7.59
野生动植物	n_new	48	97.49
珍稀鸟类	n_new	3	7.59
孩子年纪	n_new	3	7.59
全线贯通	n_new	3	7.59
局地大雪	n_new	7	17.78
随身物品	n_new	3	7.59
